review,rating,clean_review,sentiment
Bagus,5,bagus,positive
Mayan lah,4,mayan lah,positive
Di aplikasi KA lokal jam 16:30 tujuan cikampek dr cikarang tp pas nyampe di stasiun cikarang KA lokal nya udh jalan. sungguh nyusahin para pengguna KRL bisa ngga sama gitu jadwal kereta nya..,1,aplikasi ka lokal jam tuju cikampek dr cikarang tp pas nyampe stasiun cikarang ka lokal nya udh jalan sungguh nyusahin guna krl ngga sama gitu jadwal kereta nya,negative
live tracking dan pemesanan railfood lewat app skrg gk bisa.,1,live tracking mesan railfood lewat app skrg gk,negative
astaga udpate an langsung ga kompartible di android 10 .... terbilang terlalu cepat untuk system perangkat konsumen yg kebanyakan masih menggunakan android 10,4,astaga udpate an langsung ga kompartible android bilang terlalu cepat system perangkat konsumen yg banyak guna android,positive
memudahkan,5,mudah,positive
mudah²lancar,5,mudah lancar,positive
ok,5,,positive
"Sampe saat ini bagus, cuma waktunya ada di waktu petang tujuan Cikarang-Garut, coba ditingkatkan lagi bisa di waktu siang tuk keberangkatannya",4,sampe ini bagus cuma waktu waktu petang tuju cikaranggarut coba tingkat bisa di waktu siang tuk berangkat,positive
baguss,5,baguss,positive
keren sekali b¹erkelas erua,5,keren sekali b erkelas erua,positive
ribet baru mau bikin akun tapi di suruh ke sandi.... anehnya pilihan tulis kata sandi gak ada terus mau nulis dimana?,1,ribet baru mau bikin akun di suruh sandi aneh pilih tulis kata sandi gak terus mau nulis,negative
ok bagus,5,bagus,positive
"Bikin gak repot hrs ke stasiun, cukup dari rumah sdh bisa bei tiket k.a.",5,bikin gak repot hrs stasiun cukup rumah sdh bei tiket ka,positive
pelayanan yg baik dan tepat waktu,5,layan yg baik tepat waktu,positive
moda transportasi darat paling nyaman di indonesia,5,moda transportasi darat paling nyaman indonesia,positive
sangat membantu,5,sangat bantu,positive
saya blm pernah menerima diskon inii,5,blm pernah terima diskon ini,positive
lemot,5,lot,positive
good,5,good,positive
gw railfans min,5,gw railfans min,positive
tolong untuk developer aplikasinya kompatibelkan dengan all device,1,untuk developer aplikasi kompatibel all device,negative
Maksa,1,maksa,negative
apk kalau bisa jangan selalu diperbaharui soalnya gak semua orang punya hp mahal yg memorinya besar,2,apk kalau jangan selalu baharu soal gak semua orang punya hp mahal yg memori besar,negative
Alhamdulillah membantu banget apa lagi dgn adanya St k bandara sgt membantu sekali dan tidak macet,5,alhamdulillah bantu banget apa dgn ada st k bandara sgt bantu sekali tidak macet,positive
sangat membantu saya untuk beli tiket kereta dan mengecek jadwal dan harga tiket kereta api.terutama bila ada promo dari kami.semoga pelayanan yg ada di aplikasi ini lebih baik,5,sangat bantu untuk beli tiket kereta ecek jadwal harga tiket kereta apiterutama bila promo kamisemoga layan yg di aplikasi lebih baik,positive
"saya mau beli tiket untuk kerja krna merantau,tp pas sya pesan masih ada 9 tiket tersedia susah skli tiba2 trouble,pdhl sya sangat membutuhkan untuk alasan pekerjaan saya.",1,mau beli tiket kerja krna merantautp pas sya pesan ada tiket sedia susah skli tiba troublepdhl sya sangat butuh alas kerja,negative
Akan ku jalani selama masih ada KAI,5,ku jalan lama ada kai,positive
bagus,5,bagus,positive
kenapa mesti bolak balik update.,4,mesti bolak balik update,positive
Sangat terbantu sekali ada aplikasi KAI... KAI is the best,5,sangat bantu sekali aplikasi kai kai is the best,positive
okkkkk,5,okkkkk,positive
"Ini kenapa aplikasinya aktivasi trus ya,",5,kenapa aplikasi aktivasi trus,positive
bagus nyaman,5,bagus nyaman,positive
Sangat puas memakai aplikasi ini,5,sangat puas pakai aplikasi,positive
samsung a02s tidak suppor sekarang,1,samsung as suppor sekarang,negative
okee,5,okee,positive
ok,5,,positive
good,5,good,positive
cukup baik.,3,cukup baik,neutral
"asuransi refund 100%, nyatanya tetap dipotong 25%.",1,asuransi refund nyata tetap potong,negative
sangat membantu,5,sangat bantu,positive
"tidak recommended, Beli pulsa listrik, tapi tidak keluar token, uang terpotong, minta refund, sampai saat ini uang tidak kembali, proses refund ribet dan tidak ada hasil, lah itu uang kemana? beli token listrik bermasalah, dana terpotong, minta refund tidak ada hasil sama sekali,,, hadehhh, pelayanan masyarakat tidak maksimal, KECEWA.!!!!",1,recommended beli pulsa listrik keluar token uang potong minta refund saat uang kembali proses refund ribet hasil lah uang beli token listrik masalah dana potong minta refund tidak ada hasil sama sekali hadehhh layan masyarakat tidak maksimal kecewa,negative
kereeen makin mantab pelayanan nya,5,kereeen makin mantab layan nya,positive
"Aplikasi error, apalah mau pesan tiket malah error servernya",1,aplikasi error apa mau pesan tiket malah error servernya,negative
bagus cepat,5,bagus cepat,positive
Kenapa tidak bisa diinstal di hp samsung pdhl versi Android 12 . mohon penjelasanya,1,tidak diinstal hp samsung pdhl versi android mohon jasa,negative
good,5,good,positive
"suka error, saat verifikasi otp padahal kode otp udh masuk ke Gmail dan udh ada kode nya, udah sesuai nomor kode otpnya waktu mau dilanjutin loadingnya lama banget setngh jam ada lah ujung ujungnya error. udah saya coba lebih dari 5 kali pakai akun yang sama tetep aja masih loading, paa di coba disemua akun sama aja loading",5,suka error verifikasi otp padahal kode otp udh masuk gmail udh kode nya udah sesuai nomor kode otpnya waktu mau dilanjutin loadingnya lama banget setngh jam lah ujung ujung error udah coba lebih kali pakai akun sama tetep aja loading paa coba semua akun sama aja loading,positive
"Jujur ini kenapa ya KAI Access kurang mumpuni padahal tiket nya udah tenggat habis, padahal udah jauh hari sebelum pesan tiket selama seminggu, tolong KAI Access diperbarui lagi untuk mengoptimalkan aplikasinya, dan pembayaran dulu lebih mudah lewat toko seperti Indomaret & semua M-banking kasihan mereka yang tidak punya aplikasi atau hp lainnya",1,jujur kenapa kai access kurang mumpuni padahal tiket nya udah tenggat habis padahal udah jauh hari pesan tiket lama minggu kai access baru untuk optimal aplikasi bayar dulu lebih mudah lewat toko indomaret semua mbanking kasihan yang punya aplikasi hp lain,negative
tolong jangan batasi pembelian tiket antar kota cuma 4 orang saja. agar mempermudah bagi keluarga dengan anak lebih dari 2 dan masih kecil-kecil.,2,jangan batas beli tiket antar kota cuma orang agar mudah keluarga anak lebih masih kecilkecil,negative
okei,5,oke,positive
"respon sangat lambat, pendaftaran untuk akun yg hilang sangat sulit",1,respon sangat lambat daftar akun yg hilang sangat sulit,negative
baik sekali,5,baik sekali,positive
kenapa saya udah masukin kode otp tepi belom bisa msuk,3,saya udah masukin kode otp tepi bom msuk,neutral
mantap enak naik kereta tanpa macet,5,mantap enak naik kereta macet,positive
metode pembayarannya tolong di bayakin,4,metode bayar di bayakin,positive
ok,5,,positive
Bagus,5,bagus,positive
👍,5,,positive
tambah lagi kereta di bandung min dimasa liburan ini,5,tambah kereta bandung min masa libur,positive
bagus,5,bagus,positive
keren bgt,5,keren bgt,positive
keren,5,keren,positive
Aplikasi mempersulit masyarakat yg ingin memakai jasa transportasi Kereta Api. Aplikasi Banyak Drama !,1,aplikasi sulit masyarakat yg pakai jasa transportasi kereta api aplikasi banyak drama,negative
oke,5,oke,positive
"kai tolong tiketing di bagian goshow bekasi ga bisa pake cc, sdh berapa kali beli tiket disana cm bisa cash dan debit, alasannya alatnya ga bs, sy ga ngerti maksud mrk tp KAI sdh update tolong yg ini juga update, tq",3,kai tiketing bagi goshow bekas ga pake cc sdh berapa kali beli tiket sana cm cash debit alas alat ga bs sy ga ngerti maksud mrk tp kai sdh update yg juga update tq,neutral
so far so good so easy,5,so far so good so easy,positive
mantap,5,mantap,positive
makin ga jelas aplikasi nya masa baru jam 5 pagi tiket dari jam 5 sampe malem pada sold out,1,makin ga jelas aplikasi nya masa baru jam pagi tiket jam sampe malem sold out,negative
mau rubah jadwal ternyata tidak bisa dan anehnya tidak bisa di batalkan,1,mau rubah jadwal nyata bisa aneh bisa batal,negative
ok,5,,positive
"ini makin hari kok makin aneh. baru pilih nama penumpang, udah muncul keterangan no seat available (ka Penataran), padahal H-7. tiket berangkat bisa, tapi tiket baliknya gk bisa pesan",3,makin hari kok makin aneh baru pilih nama tumpang udah muncul terang no seat available ka natar padahal h tiket berangkat tapi tiket balik gk pesan,neutral
Pilihan KursiNya Gak bisa dirubah lagi. sudah otomatis bikin kesel deh... atur lagi donggg,4,pilih kursi gak rubah sudah otomatis bikin kesel deh atur donggg,positive
"padahal baru di buka 1 menit pembeliannya masa iya udah habis tiket kereta nya, di depan tertulis masih tersedia pas mau booking malah no seat available, coba ganti rute mana pun sama aja eror gitu",1,padahal baru buka menit beli masa iya udah habis tiket kereta nya depan tulis sedia pas mau booking malah no seat available coba ganti rute mana sama aja eror gitu,negative
"delayyyyy mulu, cape deh",1,delayyyyy mulu cape deh,negative
komunikasi penjadwalan jelek ga update. keberangkatan terlambat hampir 1 jam.,1,komunikasi jadwal jelek ga update berangkat lambat hampir jam,negative
"Coba ditambah fitur rekues transfer tiket, kalau misalkan tiket kita dibeliin orang lain",5,coba tambah fitur rekues transfer tiket kalau misal tiket dibeliin orang,positive
baik,3,baik,neutral
sangat membantu 🙏,5,sangat bantu,positive
"saya udh bayar dgn metode Qris shopeepay, sudah berhasil tpi keterangannya belum bayar dn akhirnya tiket hangus. sdh ke layanan pengaduan dn responnya cukup lama udh gtu refund dana 2 minggu (tdk termasuk weekend dan hari libur nasional) bener² lama bgt buset",2,udh bayar dgn metode qris shopeepay hasil tpi terang bayar dn akhir tiket hangus sdh layan adu dn responnya cukup lama udh gtu refund dana minggu tdk masuk weekend hari libur nasional bener lama bgt buset,negative
good,5,good,positive
admin naik euy...dr Rp 800 ke Rp 2.700...brp persen yah 🤔🤔🤔,4,admin naik euydr rp rp brp persen yah,positive
terlalu banyak potongan biaya admin,1,terlalu banyak potong biaya admin,negative
aplikasi yg membagongkan...tidak membantu sama sekali....,1,aplikasi yg membagongkantidak bantu sama sekali,negative
keberangkatan tidak sesuai dengan jadwal,1,berangkat sesuai jadwal,negative
oke best nyaman menggunakan kai,5,oke best nyaman guna kai,positive
booking failed trusssss ini aplikasi bener berfungsi nggak???,1,booking failed trusssss aplikasi bener fungsi,negative
aplikasi nya oke banget! mempermudah akses pembelian tiket.... cuman aplikasi nya sering kali bug dan lemot huhuhuhu yang bikin proses login jadi lama. aku harap kai access di tahun depan bisa lebih oke lagi yaa... thankies!!,4,aplikasi nya oke banget mudah akses beli tiket cuman aplikasi nya sering kali bug lot huhuhuhu bikin proses login jadi lama aku harap kai access tahun depan lebih oke yaa thankies,positive
"tolong sistemnya diperbaiki, untuk proses refund dan reschedule sangat tidak memuaskan",1,sistem baik proses refund reschedule sangat muas,negative
aplikasi rusak dikit dikit eror ga guna.,1,aplikasi rusak dikit dikit eror ga,negative
"Bagian pelayanan atau bantuan di perbaiki masak WA isinya BOT, Email g ada balasan, tlpn CS antri",1,bagi layan bantu baik masak wa isi bot email g balas tlpn cs antri,negative
"memudahkan untuk memesan tiket, kereta api sekarang nyaman dan aman, aplikasinya dan PT KAI terus berkembang",5,mudah mes tiket kereta api sekarang nyaman aman aplikasi pt kai terus kembang,positive
"refund di jogja kok dipersulit, orang yang bersangkutan sakit, susah buat jalan makannya pulang dipercepat, orangnya juga didalam stasiun, saya mintakan tanda tangan gak boleh, kalau sakit harus jalan ke customer service gak sembuh tambah parah, apalagi ini nataru banyak orang, kalau gak boleh saya yang mintakan tanda tangan harusnya ada karyawannya lo datangi buat minta tanda tangan kan masih di wilayah dalam stasiun juga, sakit sama gak sakit kok prosedurnya sama, aneh. Sangat mengecewakan",1,refund jogja kok sulit orang sangkut sakit susah buat jalan makan pulang cepat orang dalam stasiun minta tanda tangan gak kalau sakit jalan customer service gak sembuh tambah parah ini nataru banyak orang kalau gak saya minta tanda tangan harus karyawannya lo datang buat minta tanda tangan kan di wilayah stasiun sakit sama gak sakit kok prosedur sama aneh sangat kecewa,negative
ok,5,,positive
"saya sudah topup 2 kali pakai aplikasi ini hari ini, tp saldo di kartu gk nambah² juga, mohon tolong dengan sangat kepada pihak yang punya aplikasi ini mohon diperbaiki, sudah banyak keluhan yang saya dengar tentang aplikasi ini.",1,topup kali pakai aplikasi hari tp saldo kartu gk nambah mohon dengan sangat pihak punya aplikasi mohon baik sudah banyak keluh saya dengar aplikasi,negative
membantu memesan tiket kereta dengan mudah,5,bantu mes tiket kereta mudah,positive
Lumayan bingung,4,lumayan bingung,positive
jossss,5,jossss,positive
top,5,top,positive
kereeen,5,kereeen,positive
selalu crash,1,selalu crash,negative
"tanya donk.. untuk KAI PAY (Kaspro) untuk pelayanan KAI sumatra gak bisa dipakai kah untuk pembayaran tiket? sama cek donk, kereta Lampung - Sumsel agak anej tiket selalu ludess (tiket sudah bisa dipesan H-7, tpi pas buka jam 00.05 busett udah ludes... yakin??)",2,tanya donk kai pay kaspro layan kai sumatra gak pakai untuk bayar tiket sama cek donk kereta lampung sumsel anej tiket selalu ludess tiket bisa pes h tpi pas buka jam busett udah ludes yakin,negative
"minta tolong ditingkatkan lagi pelayanannya, saya menyampaikan keluhan via WhatsApp dari jam 20:00 baru bisa terhubung 00:30",4,minta tingkat layan sampai keluh via whatsapp jam baru hubung,positive
baik dan tepat,5,baik tepat,positive
bagus,5,bagus,positive
oke,5,oke,positive
"mudah di gunakan, akses cepat",5,mudah guna akses cepat,positive
Cukup Menarik,5,cukup tarik,positive
Harus dicoba nih,5,coba nih,positive
Perbaiki aplikasinya. mau booking selalu failed,1,baik aplikasi mau booking selalu failed,negative
Mantap,5,mantap,positive
ini kok di pilihan tanggal berangkatnya gak bisa di scroll ke atas ya jadi tanggalnya cuma mentok di minggu ke 4 jadi klo mau pesen di tanggal 29 atau 30 gak bisa,3,kok pilih tanggal berangkat gak scroll atas jadi tanggal cuma mentok minggu jadi klo mau sen di tanggal gak,neutral
semua jadwal kosong kenapa ya?,2,semua jadwal kosong ya,negative
amazing,5,amazing,positive
"beli asuransi pembatalan refund ,tetap saja di potong 25 persen",1,beli asuransi batal refund tetap di potong persen,negative
"kenapa semua harus pembelian online emangnya setiap hari KAI dari rangkasbitung ke merak selalu penuh,,,,sehingga beli tiket offline enggak bisa dibeli, mana cepat banget habisnya beli tiket kereta online...",1,semua beli online emang hari kai rangkasbitung merak selalu penuhsehingga beli tiket offline enggak beli mana cepat banget habis beli tiket kereta online,negative
ok,5,,positive
good,5,good,positive
memudahkan pemesanan tiket untuk perjalanan antar kota dengan kereta api,5,mudah mesan tiket jalan antar kota kereta api,positive
good,5,good,positive
aplikasi KAI acces tidak muncul di hp ku,1,aplikasi kai acces muncul hp ku,negative
semoga lancar,5,moga lancar,positive
bagus,5,bagus,positive
"Alur pemesanan sangat ribet, sering terinterupsi di tengah proses sehingga tidak nyaman... Untuk menu pemilihan tempat duduk juga kurang informatif sehingga ada potensi salah pilih tempat duduk... Mohon diperbaiki",2,alur mesan sangat ribet sering interupsi tengah proses tidak nyaman menu pilih tempat duduk kurang informatif ada potensi salah pilih tempat duduk mohon baik,negative
ok,5,,positive
"lebih efisien, indonesia mandir maju sejahtera",5,lebih efisien indonesia mandir maju sejahtera,positive
Pengalaman Terpahit.... Masa ongkos duduk dan berdiri itu sama. Kecewa jelas...,1,alam pahit masa ongkos duduk diri sama kecewa jelas,negative
keep always update,5,keep always update,positive
kenapa tbtb bngtt aplikasi nya tidak bisa dipake diperangkat anda di instal di hp seperti itu padahal hari ini mau kupake cetakk buat berangkat keluar kota:(,1,tbtb bngtt aplikasi nya bisa dipake perangkat instal di hp itu padahal hari mau kupake cetakk buat berangkat keluar kota,negative
"sangat menyenangkan jika naik kereta, rasanya ingin kemana mana naik kereta saja.",5,sangat senang naik kereta rasa mana mana naik kereta,positive
"Sebelum saya perbarui apk kai acces nya, saya masih bisa melakukan ubah jadwal tiket. Nah setelah saya perbarui apk nya saya tidak bisa melakukan ubah jadwal tiket. Alhasil saya harus membeli tiket lagi untuk keberangkatan dilain waktu. Kalau seandainya bisa di ubah jadwal kan rada membantu tanpa perlu melakukan pembatalan tiket sebelumnya. Tolong untuk diperbaiki kembali apk nya",1,baru apk kai acces nya masih laku ubah jadwal tiket nah baru apk nya saya tidak laku ubah jadwal tiket alhasil saya harus beli tiket untuk berangkat lain waktu kalau anda di ubah jadwal kan rada bantu perlu laku batal tiket belum untuk baik apk nya,negative
"pesan tiket susah sekali.. sya pesan di jam00:00 . jelas"" kursi masih tersedia, tpi begitu langkah selanjutnya sllu not seat avaible. di coba lagi dapet.. tpi kursinya mencar gk bisa milih.. aplikasi aneh.",1,pesan tiket susah sekali sya pesan jam jelas kursi sedia tpi langkah lanjut sllu not seat avaible coba dapet tpi kursi mencar gk milih aplikasi aneh,negative
lemoooottt.. benci aku..,1,lemoooottt benci aku,negative
kenapa aplikasinya tidak bisa diinstal di semua perangkat? seharusnya perangkat saya sudah memadai untuk aplikasi ini. mohon untuk bisa diselesaikan masalahnya,2,aplikasi bisa diinstal semua perangkat perangkat sudah pada aplikasi mohon bisa selesai masalah,negative
sangat membantu,5,sangat bantu,positive
"railfoodnya, kenapa belum dapat memesan terus",5,railfoodnya belum mes terus,positive
mantab,5,mantab,positive
baik,5,baik,positive
alhamdulillah mudah.. mantap KAI,5,alhamdulillah mudah mantap kai,positive
"sangat baik dan profesional, sangat direkomendasikan",5,sangat baik profesional sangat rekomendasi,positive
susah pisan mau daftar jadiember basicnya juga,1,susah pis mau daftar jadiember basicnya,negative
only lucky,5,only lucky,positive
siipppp,5,siipppp,positive
sangat puas,5,sangat puas,positive
"susah sekarang mau pesan railfood klo kereta lagi jalan, bukan krn jaringan, tapi notif yang muncul katanya blm di perjalanan, padahal sudah di perjalanan, beberapa jam malah",1,susah sekarang mau pesan railfood klo kereta jalan bukan krn jaring notif muncul kata blm jalan padahal di jalan beberapa jam malah,negative
ok,5,,positive
baik,5,baik,positive
good,5,good,positive
"keren aplikasinya,pembatalan diproses lgs,mudah 👍",5,keren aplikasinyapembatalan proses lgsmudah,positive
👍👍👍👍👍,5,,positive
praktis lebih di permudahkan drpd ribet datang ke stasiun,5,praktis lebih mudah drpd ribet datang stasiun,positive
saya suka,5,suka,positive
sangat membantu,4,sangat bantu,positive
bagus,5,bagus,positive
sisa kursi gak jelas,1,sisa kursi gak jelas,negative
Great,5,great,positive
"baru download & mau daftar aja lemotnya minta ampun, sampek OTP 4x belum bisa juga daftar",1,baru download mau daftar aja lot minta ampun sampek otp x bisa daftar,negative
pelayanan cepat,5,layan cepat,positive
ntap KAI,5,ntap kai,positive
pembelian tiket gampang dan mudah,5,beli tiket gampang mudah,positive
histori ga up to date. lelet. banyak kendala,1,histori ga up to date lelet banyak kendala,negative
sang at membanru sekali salam penesanan tiket,5,sang at membanru sekali salam penesanan tiket,positive
kode nya ga mau msuk ke aplikasi ini,2,kode nya ga mau msuk aplikasi,negative
sangat terjangkau dan nyaman,5,sangat jangkau nyaman,positive
ok,5,,positive
bagus,5,bagus,positive
mudah digunakan,5,mudah guna,positive
bagus,4,bagus,positive
memudahkan banget bs pesan iket dr manapun kapan pun,5,mudah banget bs pesan iket dr mana kapan,positive
bagus untuk digjnakan,5,bagus digjnakan,positive
mantapp,5,mantapp,positive
tolong di perbaiki lagi ya masak saya pesen di aplikasi ini seratus ribuan kalo saya beli di stasiun lebih murah,3,baik ya masak sen aplikasi ratus ribu kalo beli di stasiun lebih murah,neutral
memudahkan sekali,5,mudah sekali,positive
mantap akurat dan sesuai,5,mantap akurat sesuai,positive
DUA KALI PESAN TIKET GAGAL TAPI SALDO KEPOTONG.. HARI H KEBERANGKATAN TIKET GK MUNCUL.. KOMPLAIN KATANYA TIKET GAGAL.. KECEWA BANGET.. APLIKASI BURUKK.. MANA PENGEMBALIAN DANA LAMA HARUS NUNGGU 30 HARI KERJA.. SUMPAH YAA KECEWA BANGET.. PLIS PERBAIKIN AKUNNN!!!,1,kali pesan tiket gagal saldo potong hari h berangkat tiket gk muncul komplain kata tiket gagal kecewa banget aplikasi burukk mana kembali dana lama nunggu hari kerja sumpah yaa kecewa banget plis perbaikin akunnn,negative
murah efisien,5,murah efisien,positive
good,5,good,positive
"saya sudah bayar tapi sampai berhari-hari dn udah h-1 tiketnya ga muncul😭. udah konfirmasi ke wa juga tapi sistemnya kyaknya lagi eror deh soalnya yg mbalesin kan otomatis jadi isi pesannya tuh ditanyain mau nunggu/tidak karena masih dalam antrian, kemudian pas aku udah konfirmasi kalo mau nunggu malah si pean otomatis ini nanya""Mulu😭, mungkin kedepannya sistemnya bisa diperbaiki lagi yaa demi kenyamanan bersama. terimakasih🙏",2,sudah bayar sampai berharihari dn udah h tiket ga muncul udah konfirmasi wa tapi sistem kyaknya eror deh soal yg mbalesin kan otomatis jadi isi pesan tuh ditanyain mau nunggutidak masih antri kemudian pas aku udah konfirmasi kalo mau nunggu malah si pean otomatis nanyamulu mungkin depan sistem baik yaa nyaman sama terimakasih,negative
"suruh update member basic, setiap kali apdate minta otp dan hanya stak di situ"" aja. hadeh jdi gabisa pesan tiket. tolong ini aplikasi sangat tidak bisa membantu",1,suruh update member basic kali apdate minta otp hanya stak situ aja hadeh jdi gabisa pesan tiket ini aplikasi sangat bisa bantu,negative
apknya membantu cuman tolong buat depolevernya agar bisa di tambah lagi metode pembayarannya melalui apk dana 🙏🙏🙏,5,apknya bantu cuman buat depolevernya bisa tambah metode bayar lalu apk dana,positive
saya suka aplikasi kai access untuk pesan tiket ka ke jombang,5,suka aplikasi kai access pesan tiket ka jombang,positive
Aplikasi geje sudah bayar malah gagalnya pas pemberangkatan,1,aplikasi geje bayar malah gagal pas berangkat,negative
pelayanan yang sangat baik,5,layan sangat baik,positive
Lumayan ada perubahan,4,lumayan ubah,positive
bagus,3,bagus,neutral
Sangat informatif ❤️,5,sangat informatif,positive
👍👍👍,5,,positive
sangat membantu,5,sangat bantu,positive
sangat membatu,5,sangat batu,positive
"Beli pulsa di KAI ACCESS, saldo sudah kepotong tapi pulsa tidak masuk/di batalkan. dana juga tidak kembali...!",1,beli pulsa kai access saldo potong pulsa masukdi batal dana tidak,negative
mantap betul prikitiwww,5,mantap betul prikitiwww,positive
"lgi down apa gmna, gabisa pesen tiket trs drtdi",3,lgi down apa gmna gabisa sen tiket trs drtdi,neutral
sayang banget dihp saya ga mendukung aplikasinya padahal gak jadul banget kok hp keluaran tahun 2021 saya beli...bulan november masih bisa pesan tiket sekarang desember udah gak bisa...masa iya harus beli Hp baru buat pesan tiket 😏😏,2,sayang banget dihp ga dukung aplikasi padahal gak jadul banget kok hp keluar tahun belibulan november bisa pesan tiket sekarang desember udah gak bisamasa iya beli hp baru buat pesan tiket,negative
ok,5,,positive
baik,5,baik,positive
sangat cocok banget buat hemat biaya,5,sangat cocok banget buat hemat biaya,positive
ok sip,5,sip,positive
Pelayanan bantuan via WA resmi sudah berjam-jam menunggu belum juga terlayani.,2,layan bantu via wa resmi berjamjam tunggu juga layan,negative
baguss,4,baguss,positive
saya pakai asuransi refund 100% tapi pada saat mau refund tetap kena potongan 25% sampe 100.000 kena nya terus saya bayar asuransi refund 100% gunanya untuk apa? PEMERASAN!!!,1,pakai asuransi refund pada mau refund tetap kena potong sampe kena nya terus bayar asuransi refund guna apa peras,negative
Sangat bagus dan sangat membantu sekali,5,sangat bagus sangat bantu sekali,positive
yang ngebug aplikasinya yang di salahin yang daftar kan aneh... sudah daftar pp gk bisa refund .. dah lah.. cukup sekali aja naik k.a,1,ngebug aplikasi di salahin daftar kan aneh daftar pp gk refund dah lah cukup sekali aja naik ka,negative
saya sudah beli tiket dan tiketnya malah hilang ini gimana dari dulu kok gak ada perbaikan,1,sudah beli tiket tiket malah hilang gimana dulu kok gak baik,negative
"Sistem pembatalan yang membodohi pengguna, sangat merugikan.",1,sistem batal bodoh guna sangat rugi,negative
sangat puas dengan pelayanan darikai,5,sangat puas layan darikai,positive
"pelayanan cepat, ramah, efesiensi. pengembalian/pembatalan tiket lebih mudah",5,layan cepat ramah efesiensi pengembalianpembatalan tiket lebih mudah,positive
Sangat membantu,5,sangat bantu,positive
tolong yang bawa bayi untuk commuter line tolong disuruh digendong. kasian yang beli tiket. juga kalau bisa saya ingin ada fitur rating kereta atau masinis di aplikasi setelah kita selesai menaiki kereta. seperti gojek/grab,2,bawa bayi commuter line suruh gendong kasi yang beli tiket kalau saya ada fitur rating kereta masinis aplikasi kita selesai naik kereta gojekgrab,negative
"sudah bagus, cuman, fitur untuk metode pembayaran sangat minim. coba lah untuk menambahkan lebih banyak metode pembayaran.",5,bagus cuman fitur metode bayar sangat minim coba lah tambah lebih banyak metode bayar,positive
Mudah dan sangat membantu,5,mudah sangat bantu,positive
untuk tiket kereta api jaka lalana kok belum bisa ya,5,tiket kereta api jaka lalana kok bisa,positive
mohon kasih fitur pengembalian uang lewat e wallet,1,mohon kasih fitur kembali uang lewat e wallet,negative
jozz,5,jozz,positive
cukup baik,5,cukup baik,positive
sangat mudah membeli tiket nya puas bgt,5,sangat mudah beli tiket nya puas bgt,positive
mudah diakses..,5,mudah akses,positive
oke,4,oke,positive
good,5,good,positive
bagus,5,bagus,positive
"cacat aplikasinya, di pembelian tiket masih tersedia giliran pesen ga bisa, kursi penuh, padahal tulisannya masih tersedia, masih bagusan 1 tahun yang lalu ini aplikasi, tulisan sisa 1 kursi masih bisa di pesen dan kalo gagal dapet langsung hilang habis, ga kayak sekarang udah penuh tapi masih di tulis tersedia",1,cacat aplikasi beli tiket sedia gilir sen ga kursi penuh padahal tulis sedia bagus tahun lalu aplikasi tulis sisa kursi bisa sen kalo gagal dapet langsung hilang habis ga kayak sekarang udah penuh masih tulis sedia,negative
memudahkan semua,5,mudah semua,positive
"tingkatkan kemudahan pelayanan pemesanan tiket KA melalui aplikasi ini, krn agak ribet saya rasa.terimakasih",5,tingkat mudah layan mesan tiket ka lalu aplikasi krn ribet rasaterimakasih,positive
"Sumpah sekarang pembatalan tiket susah banget, udah beberapa kali begini terus.",1,sumpah sekarang batal tiket susah banget udah beberapa kali begini terus,negative
pelayanan kurang membantu.aflikasi terkadang sering error.,4,layan kurang membantuaflikasi terkadang sering error,positive
ok,5,,positive
ok,5,,positive
mantab,5,mantab,positive
"kenapa di HP saya tidak tersedia jdwal kereta nya, apa tidak kompatibel ya?",3,di hp sedia jdwal kereta nya apa tidak kompatibel,neutral
jadwal krl yg ada di aplikasi tidak sesuai dengan aslinya,1,jadwal krl yg di aplikasi sesuai asli,negative
Good,5,good,positive
aplikasi ini sangat membantu,5,aplikasi sangat bantu,positive
Transportasi jadi lebih mudah dengan Access by KAI,5,transportasi jadi lebih mudah access by kai,positive
ACCES KAI GILA. MINTA UPDATE PAS LAGI MAU TAP OUT DAN RUSH HOURS. GUE UDAH NGANTRI UDH WAKTUNYA TAP KLUAR KLUAR MLU. GILAAAAA. UDAH MNTA TOLONG SATPAM DISURUH KE LOKET. TERUS KELOKET DISURUUH KESATPAM YANG JAGA. LEMPAR2AN. TERUS GUE HARUS ANTRI ULANG. GILAAAAAAAAA KESEL BANGET. GUA LG NGEJAR KERETA LOKAL JUGA. UNTUNG GA KETINGGALAN COBA KETINGGALAN KESEL BANGET GUA. Cikarang tuh,1,acces kai gila minta update pas mau tap out rush hours gue udah ngantri udh waktu tap kluar kluar mlu gilaaaaa udah mnta satpam suruh loket terus loket disuruuh satpam jaga lempar terus gue antri ulang gilaaaaaaaaa kesel banget gua lg ngejar kereta lokal untung ga tinggal coba tinggal kesel banget gua cikarang tuh,negative
apk sering keluar sendiri,4,apk sering keluar sendiri,positive
Thankyou KAI,5,thankyou kai,positive
kereta petani pedagang jadi Kapan d luncurkan,4,kereta tani dagang jadi kapan d luncur,positive
alhmdlillah...memudahkan pemesanan tiket kereta,5,alhmdlillahmemudahkan mesan tiket kereta,positive
keren,5,keren,positive
i love KAI,5,i love kai,positive
bagus aplikasinya,5,bagus aplikasi,positive
loding lama🤦,3,loding lama,neutral
