review,rating
"saldo kepotong tiket knapa ga dapet , customer servis nya sngaja mainin sgnal tlp biar ga bsa ngadu ..",1
Discount Lansia boleh ditambah dong,5
terimakasih sangat membantu saat terjadi kendala 🙏🏼🙏🏼🙏🏼,5
Masih ada bug di bagian railfood beberapa kali mau pesan food di aplikasi tidak bisa🙃,2
Mengapa ya Versi Android HP sy 11 dipersyaratkan versi Android 8 tapi tetap tidak kompatibel ?,1
aplikasi kai access ada gangguan kah?mau update kog malah aplikasi non kompatible yaa...apa harus di hp2 terbaru atau bagaimana y?m..tolong dong solusinya .. karena sulit klo harus bolak balik loket dan pemesanan jg g bisa di loket kan sekarang ..,3
oke,5
"udah pesen tiket, dan udah di bayar, malah hangus, padahal saya bayarnya sebelum waktu pembayaran abis, udah kejadian 2x, pembayaran sudah masuk, tapi tiket gagal saya dapatkan, dan uang tidak kembali sama sekali dari apk kai",1
"dalam pilihan kursi cuma ada yg sudah terisi aja tidak ada warna untuk laki /perempuan, sedang aplikasi temen ada warna laki/perempuan",5
sering bermasalah dan dimintak update terus,1
"Aplikasi nge lag, nge bug, ini komisaris nya ama Direkturnya apa ngga mau berbenah sih, di applikasi masa selisih harga dari tiket sebelumnya kalau lebih mahal sisa saldo tidak dikembalikan, Dasar Maling",1
cepat,4
oke,5
paginya bisa siangnya jadi tidak bisa alasan tidak kompatibel lagi di perangkat untung saja tiket sudah d ss,1
"pelayanan bagus dengan bintang penuh, pelayanan harus dipertahankan",5
"simple,cepat memudahkan calon penumpang.maju terus KAI",5
baik,5
👍👍👍,5
"PESAN TIKET, TIKETNYA MALAH GA MUNCUL DAN UANG GA KEMBALI !!!",1
ok,5
sangat membantu pergi kemanapun,5
"Cepat, mudah dan Aman",5
sangat mantap,4
"Dipaksa Update, tp ternyata tidak kompatibel dgn android 10",1
mantap 👍,5
"apa ini aplikasi tidak mumpuni udah beli tiket tapi enggak keluar tiketnya, bukan sekali dua kali ya kek gini udah berkali kali mana penyedia kek apa macam ini, bukan masalah nominal tapi tanggung jawab dari pihak pengelola sangat tidak hormat sangat kecewa sekali",1
busuk bnget ni aplikasi mau daftar nungguin otp nya lama bnget bgtu udh ada otp nya mlah ngeleg ngeleg bgtu di pncet lnjutkan aneh aplikasi buatan indo gada yg bner,1
guud job,4
"tolong di perbaiki lagi pesan online tiket mudik tahun ini ga bisa 5 tiket padahal tahun kemarin bisa, saya keluarga 5 orang karena anak saya masih kecil2 blom bisa sendiri....",4
apk aneh mau daftar aja ribet giliran tinggal masukin kode mlh eror,1
"Tolong diperbaiki bagian verifikasi saat pendaftaran akun, untuk mendapatkan kodenya itu harus menunggu lama. Saya baru mendapatkan di email setelah 30 menit lebih.",3
Sekarang KAI member basis sudah bisa masuk tapi Giliran mau ganti identitas yang salah dan lupa pasword susah nya minta ampun kata nya harus tunggu email OTP tapi di tunggu hampir 1 jam nunggu OTP nggak di kirim kirim juga.,1
bagus,5
dulu aplikasi ini lancar. sekarang sering troble,3
"KAI access makin kesini makin kesono... tim IT-nya becus gak sih!!!? aplikasi diupdate bukannya makin bagus malah makin downgrade!!! loading lama, klik pemesanan susah bgt, metode pembayaran tdk sekomplit dlu. PERBAIKI atau kembalikan spt dlu!!! SUNGGUH SANGAT MENGECEWAKAN!!!",1
"Setelah melakukan perbaikan, sekarang RailFood tidak bisa diacces melalui Aplikasi. Padahal kita jauh² hari sudah menyiapkan saldo Kai Pay untuk Keperluan Makan minum selama perjalanan. Mohon pencerahan. terima kasih",3
"Access by KAI memudahkan transaksi pembelian tiket kapan saja dimana saja, gak perlu lagi ngantri di loket. Pesan & Bayar Online-Datang Hari H-eBoarding-Naik sampai Tujuan, sangat simpel",5
mantappp,5
"ga lagi-lagi pake ini, repot. banyak errormya.",1
aplikasi kebanyakan gaya demi tampilan tapi susah login banyak perbaikan,2
mau reffund tiket banyak drama!!,1
Good,5
"saya beli token listrik pakai aplikasi KAI ACCESS ini, bayar menggunakan OVO. transaksi GAGAL, saldo TIDAK KEMBALI. saya hubungi CS KAI ACCESS yang JAWAB BOT. saya punya anak yang masih BAYI. perlu listrik untuk beberapa keperluan BAYI saya. KAI? stasionnya oke dibenahi, aplikasinya PAYAH, CSnya? mikir sendiri lah. kalo ga ngerti maksud saya, yasudahlah, saya ga heran ko. resiko tinggal di negara +62 ya gini tingkat pelayanan publiknya. saya ada SS semua transaksinya. hubungi saya via WA/EMAIL",1
"aneh pembatalan keretanya harus pakai bank yang harus mengatasnamakan penumpang,kalo gapunya bank gimana?kocak",1
ga bsa lihat kembali tiket yang dipesan,1
memuaskan,5
alhamdulillah,5
"ok banget, mudah dan mantap",5
kenapa apk keluar keluar sendiri dan harga semakin mahal ya?,5
"Tiket kereta dari kuala bingei ke medan setiap harinya selalu habis bahkan untuk satu minggu kedepan tiket sudah habis, apakah masih ada pemain/calo tiket? tolong di cek kembali dan diperbaiki.",1
baik,4
"saya tidak bisa upgrade ke basic pdhl sudah coba berkali2,, any solution?",1
menyenangkan,5
very good,5
semakin bagus,5
lebih Yaman dan aman,5
Kalau bisa tingkat kan lagi di saat war tiket tidak error,5
mudah dan cepat,5
"aplikasi dalam pemeliharaan ..!!!! buka susah log in susah daftar susah !!! woi bisa buat aplikasi gak sih.,,apa perlu saya buatkan !! hah!!",1
baik,5
akses mantab dan cepat,5
mantap gan,5
"pisen tiket ga bisa2, cape kerja suruh berantem sama hp",1
keren nih aplikasi pesen tiket oke...pas pesen makanan juga cepet..fast respon...kru restonya..pokoknya the Best dech..,5
gw udh beli tiket kemarin udah bayar tapi tiket nya ga muncul gimana sih. di update malah makin aneh!!!,1
puas,5
lebih mudah tapi uang sisa ngga kembali kalau tiket lebih murah dan sudah di potong biaya,2
good excellent,5
sangat membantu calon penumpang kereta di Indonesia,5
requesta are too frequent. please wait a moment and try againt,1
"untuk pemesanan tiket sudah ok ,tapi railfood sering tidak bisa digunakan",2
"mantaps banget Poko nya, terus terusan pake kai access",5
"halo admin, tolong pada pilihan untuk penumpang bayi, ini tidak terlihat. sehingga saya gabisa pilih tiket untuk penumpang bayi.",3
selama punya acces by kai sangat membantu TDK usah di terminal cuma mantau dr rumah & TDK ngamtri,5
tering eror tolong perbaiki lagi,1
ok,5
sangat membantu,5
aplikasi ribet....dftar nya susah minta ampun....,1
bagus,5
aplikasi gajelass beli pulsa ga masuk tapi uang hilang,1
mudah sekali,5
mantab,5
layanan sangat baik,5
"sudah melakukan transaksi tp tiketnya tidak keluar,di apk dananya transaksi nya berhasil,,,salda berkurang tiketnya tdk ada mantap🤝",1
ok,5
"top up 23 RB saldo awal 7rb, pas masuk saldo jadi 28 RB apakah ada penjelasannya?",1
top dah,5
mantapp,5
sangat bagus,5
memudahkan untuk setiap perjalanan ke luar kota bersama KAI Jadwal mudah terpantau,5
sering update....tiap update harus log in ulang ..kadang gak bisa masuk...sekarang harus update basic ...ribet nih aplikasi,1
sangat bermanfaat dan membantu,5
informatif dan user friendly,4
"simpel, mudah di mengerti...",5
mudah proses nya alhamdulillah,5
good,5
"padahal masih keburu tapi tiket nya udah ilang 10mnit sebelumnya, sama tiket udah di beli tapi ga muncul kesel bngttt",1
layanan onlinenya cepat,5
"aplikasi lemott banyak Bug, mengecewakan",1
keseringan ngebug kadang pembayaran suka invalid atau tidak bisa di akses untuk pulang pergi pembayaran pake Qiris tidak memmunculkan barcodenya dan tidak bisa di cancel untuk melakukan pembayaran yg lain. harap di fix ntar saya ganti rating bintangnya,2
seribu satu masalah yang gak kelar2 dan gak di perbaiki,1
Cukup baik lah...,3
"setelah maintenance tanggal 22 jan 2026 : metode pembayaran malah hilang (Qris, Mbanking dll)",4
"beli tiket ka lokal pembayaran lewat ovo, saldo ovo sudah kepotong tp tiketnya gaada !!",2
"setelah pemeliharaan 2 malam berturut, kok malah ga bisa transaksi ya?",3
Error terus aplikasinya,1
aku udah bayar saldo juga udah ketarik tapi tiket GK muncul,1
tolong hp dengan ram kecil tidak bisa mendownload aplikasi,1
mantap. puas. jempol,5
baik,5
ok terpercaya,5
lancar,5
"beberapa hari belakang saat pesan tiket saya sudah pastikan jaringan dll aman, tetapi disaat akan tampilan pembayaran, disitu tampilannya layar loading dan tidak ad perubahan sama sekali setelah ditunggu, saya sudah coba dengan pesen tiket lain ternyata sama saja",1
"Ini kenapa ya ,saat saya mau boking tiket ,tp tidak bisa ,ada tulisannya request are too frequent. please wait a moment and try again",1
"setelah update, jadi sering error dan gakbisa bayar tiket",1
"aplikasi jelek, aneh.",1
"ini update malah gagal loading pembayaran... pesan 6x gagal loading jadi ga bisa pesan.. parah update bukanya ngilangin bug, malah JD bug",1
mempermudah pesen tiket kreta,5
tak tambahin 1 bintang lagi jadi bintang 5 klo kearah kediri dari surabaya ada kereta seperti arjuno expres atau jayabaya selatan,4
"kai bagus pelayanan, bersih pokok KAI the best",5
ok,5
tidak bisa di akses....terlalu lama pemeliharaanya,1
aplikasi sering maintenance sewaktu2 dibutuhkan malah g bs buka sering keluar sendiri close app trus,1
"kenapa si akhir² ini aplikasi nya sering error, mana sering close sendiri, ngeselin banget",1
aplikasi slu dlm gangguan,1
"masih gk mau naik kreta lagi, karna tgl 25 okto tlat sampe brpa jam akhirnya merugi karna ngga bisa masuk kerja. harusnya nyampe 05.33 itu sampe jam 9lebih wkwk kompensasi 1 botol air mineral😁 astaga... lebih milih masuk kerja bisa dapet 250-300rb",1
pilihan utk jadwal kai sangat lengkap,5
Mantap sangat membantu,5
"Apk tidak kompatibel min, tolong tiba"" log out",1
ada pemeliharaan apa d apk nya Saya udah coba hapus data Semua sampai uninstall saga install lgi kok suruh masuk in nmr atau email lgi saya udah masuk in nmr hp dan sandi nya juga dan nya udah benar malah loading nya lama g kyk biasa nya cepet tolong kasih jawaban nya gimana caranya nnti saya kasih raeting 5,1
APK PALING GK JELAS. SE KELAS KAI TAPI DEVELOPER APLIKASI NYA LEMOT BANGETTT. JARINGAN DAN DEVICE DAH MEMADAI TAPI APLIKASI NYA MALAH LEMOT KEBANGET AN TOLONG DONG KAI INI YANG KOMEN DENGAN KASUS YANG SAMA UDAH BANYAK LO,1
mantap,5
"Access hari ini buruk , lelet , fitur sering nge blank , tidak ada masalah pada jaringan saya",1
sering bgt susah di akses,2
maintenance udah 2x sehari bsk mau brngkt kerja blm bisa2 pesen tiket payah,1
sering error,2
kenapa kai akses jd ribet gini punya 2hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel... tolong api nya di sesuaikan,2
kereta duri jalur dua telat mulu aneh,1
KAI Trasfortasi yang sangat membantu Rakyat Indonesia. Tetap dan terusah membantu terimakasih,5
"aplikasi busuk, banyak yang kecewa tapi gak ada tanggapan dari admin. udah loadingnya lama, pembayaran gagal tapi uangnya gak balik. mending gak usah sok²an pake aplikasi kalo update aja gak bisa.",1
tolong ya lebih bagus lagi dalam hal masalah lelet. Masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya nggak. Makasih,1
"aplikasi minta d update tp malah makin lemot,",1
aslii lemat pisan,1
oke,5
nyaman bepergian dg KAI,5
👍👍,5
kebanyakan lag sama server drop ga jelas ga bisa masuk apk sampah,1
hari ini tgl 21.01.2026 aplikasi tidak dapat digunakan,1
good,5
lemot,1
"cape bgt kalo lagi urgent lemot mulu, tiba-tiba gabisa akses padahal paketan banyak, sinyal bagus, hadeuh",3
Mau pesan tiket kereta computer line aja susah banget. Padahal sinyal bagus.,1
mantap,5
top markotop,5
bagus banget,4
aplikasi yg sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing... 👍👍👍👍👍👍,5
mantap aplikasi ini sangat membantu & memudahkan untuk naik transportasi kereta api 👍👍👍👍,5
aplikasi gk jelas padahal udh masukin akun basic pass mesen tiket gk bisa bisa malah eror terus,1
aplikasinya kadang2 suka ngelag beda bgt kalo pesen tiket di aplikasi GO-JEK cepet. tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,3
membantu,5
baru pertama jadi aga pusing,5
"Tidak ada posisi arah kursi dalam pemilihan gerbong kereta, Nomer Ponsel Pengguna tidak bisa di ubah di akun, penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien.",1
"Mengecewakan, jadi lemot stelah di update",1
Perjalanan menjadi nyaman dengan KAI,5
lagi maintenance ya?,5
ok,5
sangat berguna dalam proses pemesanan kereta api,5
bagus harga lebih murah karena tidak ada potongan admin yg berlebihan,5
kangen jadi anker (anak kereta) pp jakarta-kroya.. aplikasi ini sangat manfaat banget 💙,5
good aplikasi,5
ok,5
good,5
error mulu mau refund malah tulisannya anda bukan penumpang kocak udah jelas akun gw dan gw penumpang mabok apk nya,1
Lebih mudah pesen tiket dengan Access by KAI,5
terkadang apk down dan tidak dapat melihat jadwal kereta,3
e ticket lama bgt munculnya,1
Pemotongan biaya pembatalan 25%,3
aga lemot,5
pelayanan acces kai mantap,5
mantap,5
bagus,5
kualitas pelayanannya baik dan cepat,5
hp tidak kompatibel lg,3
semoga sukses kedepan nya,5
say kasih fitur metode pembayaran Dana dong soalnya saya cuma punya dompet dana aja,5
mantap,5
Memudahkan Dalam Memesan Tiket,5
sangat puas,5
mantabb,5
Good,5
Sangat membantu,5
tanpa kendala,5
bagus,5
prosesnya mudah dan cepat,5
aplikasi yang bagus untuk memesan tiket kereta online,5
"cakep, memudahkan",5
sukses,5
baiklah,5
Di update malah makin lemot jelek banget aplikasinya,2
"Harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah, bahkan yg disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan. Sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist.",3
Aplikasi tidak support,1
"gimana sih ini aplikasinya, masa tiba2 keluar dr akun trus pas mau login pake akun itu malah ga bisa. saldonya kan jadi turut hilang! tolong perbaiki lagi agar mudah login pake akun yg sudah ada dan jangan sampe lah keluar dr akun sendiri tanpa diketahui, tiba2 aja pas mau pesen tiket malah suruh update member lagi",3
"aplikasi ngebug, pesen 2 tiket lokal sampe telat jam kereta gara2 errorr nambahin penumpang doang 👎👎👎",1
giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,1
mudah dan terpercaya,5
"20 01 2026, RailFood tidak berfungsi",2
"di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya, terimakasih",5
"baru update per 200126. pengalaman pesen terbaru pasca update dgn penukaran rail point. 1 kali digagalkan oleh aplikasi ketika pembayaran (pembayaran gagal). 1 kali pesen lagi digagalkan karena waktu dianggap habis, padahal satset waktu masih 6 menit. pesen berikutnya tidak ada page penukaran rail point, hanya sekelebat lewat, diulangi pun tetap sama, akhirnya lanjut saja tanpa reduksi/penukaran rail point, dan pembayaran berhasil. update atau perbaikan yang aneh.",3
good job,5
"pelayanan semakin baik, luar biasa.. railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga",4
semoga kita dilayani oleh kai dgn baik,2
sangat bermanfaat,5
"Selasa , 20 Januari 2026 sayaa peesan tiket kereta Pasar Senin - Garut waktu itu arah balik (Garut - jakarta) saya pesan lewat apk sodara saya bisa, lantas kenapa hari ini istri saya ga bisa/tidak di perbolehkan menaiki kereta di karenakan KTP tikket dan penumpang tidak sesuai, padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta. saya tidak tau bahwa ada peraturan harus nunjukin KTP, di Garut tidak seperti itu soalnya dan sekarang 63k lenyap , tidak ada solusi dari pihak KAI nya",1
pelayanan sangat baik,5
tidak bisa untuk vivo v15 padahal android 11,1
"sisa token hangus, dan biaya adm untuk top up 6500 rp. cukup mahal tolong diperbaiki agar lebih aman dan ekonomis.",1
"untuk Android versi 11 , di hp vivo v15 saya tidak bisa diinstall lewat google play store (aplikasi tersebut mungkin tidak berjalan di hp anda). mohon segera bisa diperbaiki",3
apknya sudah tidak bisa di gunakan dan lebih ke gak bisa di download,1
baik,5
Good ..,5
"kecewa bgt ditgl 19 januari 2026, khususnya dikota pekalongan jateng, naik Harina yg memutar ke arah selatan tdk lewat di kota pekalongan, tanpa ada informasi via online, tau² nyampe stasiun disuruh batalin aja, tak tolak karna aku dg istri yg lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain (airlangga)",1
"akhir akhir ini app ini sering nge bug, saya pesan, tinggal bayar tiba2 loadingnya lamaa bngt, dan gagal, dan ketika pesan lagi, ada alert Anda tidak bisa pesan di jadwal yg sama, padahal saya gagal pesan sebelumnya",4
"tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya, katanya di kirim ke email tapi saya tungguin malah gak ada notif muncul di email, tolong lah",1
"aplikasi ga lengkap kereta masa di sumatra utara cuma beberapa , ga ada stasiun medan",1
Mantul,5
Baik,4
Bagaimana caranya mengatasi top up KAIPAY belum masuk ke saldo? serius nanyak top up pertama 2jt masuk top up kedua 703belum masok sampai sekarang sudah 1x24jam,4
ok langganan yg mengasikan,4
beli token kode nya dimana? diriwayat gak ada,1
"udah topupnya kena charge, saldo tersisa kepotong 2rb lagi.",1
akses nya begitu mudah,5
"ini saya batal Krn banjir tapi kok dipotong 25% ya. di beritakan dikembalikan 100%, mohon konfirmasi nya. terima kasih",5
"cust service slowres, kai pay lambat utk upload saldo terima kasih",2
"mau batalin tiket aja harus pake rekening sendiri,kalo yg mesen anak 18 taun kebawah gimana??,di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar,tambah ruwet aja apk KAI....",1
Mantab,5
"sangat membantu sekali untuk pembelian tiket kereta, makin mudah",5
bug/error sudah banyak yang diperbaiki,5
Good,5
ok jos,5
tolong tambah metode pembayaran melalui alfa ataupun indo,2
"saya buka apk KAI acces tapi dsruh upgrade tapi pas mau d upgrade kok ktnya apk ini tidak kompatibel dengan perangkat saya. tolong saya minta solusinya, karna bulan depan saya mau pesan tiket. terimakasih 🙏",4
mantap pool,5
"nyesel banget sama ini aplikasi sangat repot ,tidak mudah di mengerti hapus aja ini aplikasi, saya sudah kehilangan 200+ uang semoga tidak ada yang seperti saya",1
tolong dong deplover kai ini saya gk bisa download access by kai tolong dong di perbaiki,1
bagus sangat membantu,5
bagus,5
tolong segera di update untuk posisi real-time KA nya bagi para calon penumpang yang sedang menunggu di stasiun. apalagi saat KA mengalami keterlambatan baik petugas maupun penumpang tidak tahu estimasi waktu kedatangan KA karena terjadi keterlambatan dan update posisi KA nya.,1
"Setelah pilih pembayaran, apk keluar sendiri langsung beralih ke google play (di layar tampil seperti setelah proses updating apk). Pencet/pilih tombol BUKA maka akan masuk kembali ke apk kai access. Sudah berkali² ikuti saran dr admin kai tetapi tidak ada perubahan. Entahlah, apakah ada settingan hp yang salah atau apk yang masalah. Padahal dulu tidak begini.",2
termuter doang,1
bagus,5
"I Used to book from KAi acces, but now the app's always crash and almost unusable. please fix the app.",4
saya ketinggalan pesawat grgr keretanya telat sampai tujuan😭,1
min tolong dong cari kerjasama asuransi yg lain yg proses claim sama refund cepet.,5
cepat dan lebih mudah untuk top up pembayaran,5
sangat baik cepat,5
"Terima kasih atas segala respon baik nya... smoga mkin sukses dan respon terhadap segala keluhan konsumen. ..................... top markotop...,..........",5
keren,5
bagus,5
Update nya bukan menjadi baik malah jd buruk masa iya tiap mau buka harus login lagi pun makin ribet gak kyk patch terdahulu yang simple dan bagus.,4
"Udah ada delay karena banjir lebih dari 15 jam masih belum memberikan kepastian kereta rute ke Semarang batal atau tidak, ngasih notif mepet jam 8 malam. Travel sudah lewat jadwal keberangkatan, bus habis2 an. Kenapa komunikasi kalian minus sekali dan lemot untuk pemberitahuan penting. Jangan nunggu closingan kerjaan baru blast notif pembatalan sepihak. pembatalan rute ya harusnya 15 jam sebelum karena sudah ada kereta yang delay 24 jam lebih.Rusak semua jadwal pekerjaan karena telat kepastian",1
suka,5
good,5
ada perbaikan mantap KAI,5
good,5
mantap,5
"Untuk KA komuter jabodetabek mohon kiranya bisa ada tiket terusan untuk relasi Rangkasbitung-Merak,jadi bisa kecil kemungkinan kehabisan tiket Rangkasbitung-Merak",4
"Saya sudah beberapa kali mengalami delay keberangkatan. Saya udah muak harus menunggu, seharusnya kan bisa dikabari lewat aplikasi kalau kereta delay. Apalagi yang ini delay 4 jam hampir aja ga dapat tiket kereta untuk kembali ke semarang. Tolong dong yang becus kalau kerja, kalau ga bisa lewat aplikasi kan bisa usaha kirim info keterlambatan melalui email.",1
bagus manyus,5
good,5
kemudahan dlm akses tiket KAI bagi kita pekerja di luar daerah,5
terima kasih,5
aplisaki yang bermanfaat..,5
keren,5
simpleks,5
ga update disaat banjir kayak gini,1
sangat mudah untuk semua aktivitas,5
mudah dan cepat,5
akhir akhir ini selalu mengalamai keterlambatan,1
"layanan sangat dimudahkan, terimakasih",5
Oke,5
jos,5
"Jelek aplikasinua, ngga bisa mesen makanan. Pelayanan pas di kereta nya juga jelek. Tidak ramah petugasnya.",1
"hanya org ""Khusus "" yg punya akses lancar",1
"Jadi ribet sekali beli tiket kereta. mengapa tidak langsung kerja sama dengan bank bank BRI, Mandiri dll. tidak harus lewat aplikasi ini itu dll",1
"pengembalian dana sangat2 lama , pdhl jaman makin canggih dan serba cepat , entah uang nya diputar dulu untuk apa ini kapok dah pokoknya",2
mantap,5
"Dear KAI, Mohon untuk ditambahkan lebih dari 4 kursi, karena untuk keluarga saya total yang dewasa ada 5 orang, terimakasih atas perhatiannya",2
baik,5
"bagus dan sangat membantu tapi tolong maps tracknya dibenerin lagi, masi sering gabisa liat tracking pas diperjalanan.",3
oke,5
"untuk kejadian hari ini, kereta dibatalkan sepihak oleh KAI karena Cuaca yang meny3bab kan banjir. tapi kenapa harus menunggu lama untuk di infokan, kenapa di lapangan tidak ada p3ngecekan l3bih dulu, dan sistem pengembalian nya diloket s3marang tawang, antri panjang. BUANG BUANG WAKTU, gaada sistem lain? ngawur waktu orang dibuang buang..... mikir Kids",1
memudahkan pembelian tiket,5
"aplikasi rouwet, mau pesan tiket cannat cannot terus",2
"Bagus, tingkatkan",5
Apk aneh susah di kasesnya padahal udah bayar tapi tiketnya gak ada,1
ok,5
ok,5
bagus cukup,4
booking selalu failed. aplikasi busuk !!! mau pesan railfod eror.,1
good operasional,5
gimana si pelayanan kai dari tadi suami saya belom berangkat berangkat,2
"aplikasi,bantuan layanan sebenarnya udh bagus.. tapi kenapa iyyhh selalu jayakarta iyyh kereta nya selaluu gak pernah beress.. dari kantinnya,kmar mandi nya, trus yang terakhir harusnya kursi hadap ke arah depan ini malah berbalikk loo mundurr.. laa Malah kaget lagggiii smaa kereta satu inii.. atau krna lebih murah? sby jkt 400 500 an. naik jayakarta 390. dddddduuuuuhh kapok naik kereta ni",1
aplikasi ini sangat mendukung banget,5
"seharusnya APK KAI membatasi berapa org yg naik di setiap pemberangkatan kereta, jika jumlah org yg membeli tiket sudah sesuai dgn jumlah kursi maka tutup saja pembelian tiketnya pada jam itu, ini banyak pemberitahuan ""bordes bukan tempat penumpang"" tapi jumlah org yg naik melebihi kapasitas hingga sampai bordes penuh, gimana sih.",1
perdana go show alhamdulillah dapat,5
"upgrade member basic susahh polll, mau pesen tiket jd ribet",4
memudahkan sekali,5
"Luar biasa,, mudahnya pesan tiket KAI via Access KAI",5
kenapa tak bisa di install ya,5
mempermudah cek ketersediaan kereta dan pembelian tiket,5
sangat membantu,5
Mantap,5
sangan membantu buat,5
"kereta sering delay, delaynya pun lama. kalo saja swasta yang ngelola pasti ga gini",1
"sangat membantu, valid",5
keren kai,5
Rute Macet Kejebak Banjir Tolong Jangan Dibuka Nyusahin Orang ajj,1
sangat membantu,5
mudah proses cancel tiket,5
dipermudah untuk pembatalan tiket,5
"Aplikasi ini bagus, mempermudah, cuman masih ada bug unfuk railfood saya mau pesen rail food, yang dimana saya sudah dalam perjalanan(kereta berjalan), tetapi masih dianggap belum dalam perjalanan,jadi saya tidak bisa pesan. mohon diperbaik",3
baik,5
"Saya sangat kecewa aplikasi lemot, dan tiket kereta lokal Doho atau Penataran selalu habis bila pesan h-1 atau h-2. padahal dikesempatan lain saat saya dapat tiket keretanya. begitu saya naik kursinya tidak pernah penuh, selalu ada kursi kosong dan itu sangat banyak.",1
oke,5
"sialan ternyata ada update. gara-gara ini jadi dobel pembelian pas bayar pake OVO. Pas bayar apke OVO, statusnya gagal. Pas buka notif OVO, muncul pop up message aplikasi error. Ya kirain kan gagal ya. Akhirnya beli lagi pake QRIS. TERNYATA PAS CEK MENU TIKET SAYA, ADA 2 TIKET SAMA. BERARTI KAN PEMBELIAN PERTAMA SESUNGGUHNYA SUKSES 😡😡😡😡😡 Anjir jadi rugi. komplain via wa pun balasnya lama banget",1
oke,5
"gabisa di hp saya, ga mendukung kay",1
bagus praktis,5
mudah2an apknya jangan terlalu sering diupdate kasian bagi para org menengah bawah yg hpnya bisa tiba2 tdk support karena update aplikasi,2
keren dan cepat,5
"Saya ingin memberi masukan terkait UI/UX Access by KAI Untuk tampilan waktu pemilihan kursi, alangkah lebih baik jika kursi no 1 & 2 diberi warna yang berbeda untuk menunjukkan bahwa kursi tersebut kursi prioritas. Agar orang yang perjalanannya jauh bisa menghindari memilih kursi tersebut. Karena pada dasarnya tidak semua orang aware akan informasi tersebut. Semua orang juga ingin dapat tempat duduk yang nyaman tanpa tidak sadar kalo yang diambil ternyata kursi prioritas.",4
ok,5
baik,5
"lemot banget, cara buat pesan ribet. sulit",1
"kepada KAI,terlat 15 menit masih mending telat hampir 2 jam pemalang semarang harusnya 5.31 wib udah sampe stasiun ini sampe sekarang belum sampe juga",1
"kalau pembatalan harus lari ke stasiun dulu, apa gunanya beli tiket di aplikasi",1
njr ngelag🗿,3
aplikasi dongo ah oon kesel gua cacat ni aplikasi,1
Kalender hari Libur yang ditampilkan ngaco banyak merugikan saat plan pembelian Tiket dan ternyata aplikasi damri bahkan lebih canggih bisa update bila sudah mendekati tanggal tempo keberangkatan,1
luar biasa,5
mantap,5
gak paham saya sama sistem reschedulenya. masa harus beda kereta yang harganya juga beda? jadinya harus cancel tiket kalau mau ganti jadwal mana refundnya lama banget lagi gak ada kejelasan. mengecewakan banget,1
sangat membantu,5
mantap,5
cepat proses pembatalan nya..Trimakasih KAI,5
ok banget,5
"Tolong kepada PT.KAI Divre 2 Sumatera Barat khususnya pada rangkaian kereta lokal Pariaman Express tiadakan tiket berdiri, jika semisal tiket duduk sudah habis baik lewat aplikasi kai access maupun beli langsung di loket maka kami sebagai masyarakat sangat berharap KAI jangan mencari keuntungan lagi dengan ""tetap menyediakan tiket berdiri"" lalu tolong menurut saya sudah saatnya untuk Divre 2 Sumatera Barat sediakan setidaknya satu gerbong kereta kelas eksekutif yang memakai kursi tunggal",3
"PADAHAL HARGA KERETA UDAH NAIK, TAPI APLIKASI MASIH SUSAH DIAKSES, SERING BGT ENGGAK BISA MEMESAN CUMA BISA LIAT KUERSINYA AJA .",1
mantap,5
terimakasih,5
"Bagus, Mudah dan Cepat",5
Di coba kasih 3 dulu..,5
"mungkin fitur semua udah sangat lengkap, yang harus di lengkapi sistem pembayaran tambahkan dong pihak Access by KAI untuk ada aplikasi DANA untuk pembayaran E-wallet saya mohon update untuk mempermudah akses moda transportasi bagi masyarakat demi keamanan dan kenyamanan penumpang,dan fitur keamanan saya mohon di perketat ke depannya,perbanyak dong pihak kai di aplikasi metode pembayaran di e-wallet masa enggak ada aplikasi dana heran saja",5
Sangat terpercaya,5
ok,5
"kenapa untuk dewasa sekarang hanya dibatasi 4 kursi, padahal dahulu bisa pesan 5 kursi? mohon untuk ditambahkan kursi lagi,supaya tidak ribet saat war tiket, Terimakasih atas perhatiannya",2
sangat memudahkan untuk pembelian tiket,5
mau download KAI ACCESS gabisa harus ganti hp segala,1
sangat membantu,5
Terima kasih PT KAI pelayanan semakin baik 🤗,5
